;Temperatura;;Pressão;;Volume;
{ temperatura:;13,8;, pressao:;30;, volume:;3,2;},
{ temperatura:;14,4;, pressao:;30;, volume:;3,1;},
{ temperatura:;15;, pressao:;30;, volume:;3,1;},
{ temperatura:;15,5;, pressao:;30;, volume:;3;},
{ temperatura:;16,1;, pressao:;30;, volume:;3;},
{ temperatura:;16,6;, pressao:;30;, volume:;2,9;},
{ temperatura:;17,2;, pressao:;30;, volume:;2,9;},
{ temperatura:;17,7;, pressao:;30;, volume:;2,8;},
{ temperatura:;18,3;, pressao:;30;, volume:;2,8;},
{ temperatura:;18,8;, pressao:;30;, volume:;2,7;},
{ temperatura:;19,4;, pressao:;30;, volume:;2,7;},
{ temperatura:;20;, pressao:;30;, volume:;2,6;},
{ temperatura:;20,5;, pressao:;30;, volume:;2,6;},
{ temperatura:;21,1;, pressao:;30;, volume:;2,5;},
{ temperatura:;21,6;, pressao:;30;, volume:;2,5;},
{ temperatura:;22,2;, pressao:;30;, volume:;2,5;},
{ temperatura:;22,7;, pressao:;30;, volume:;2,4;},
{ temperatura:;23,3;, pressao:;30;, volume:;2,4;},
{ temperatura:;23,8;, pressao:;30;, volume:;2,4;},
{ temperatura:;24,4;, pressao:;30;, volume:;2,4;},
{ temperatura:;25;, pressao:;30;, volume:;2,3;},
{ temperatura:;25,5;, pressao:;30;, volume:;2,3;},
{ temperatura:;26,1;, pressao:;30;, volume:;2,2;},
{ temperatura:;26,6;, pressao:;30;, volume:;2,2;},
{ temperatura:;27,2;, pressao:;30;, volume:;2,2;},
{ temperatura:;27,7;, pressao:;30;, volume:;2,1;},
{ temperatura:;28,3;, pressao:;30;, volume:;2,1;},
{ temperatura:;28,8;, pressao:;30;, volume:;2,1;},
{ temperatura:;29,4;, pressao:;30;, volume:;2;},
{ temperatura:;30;, pressao:;30;, volume:;2;},
{ temperatura:;30,8;, pressao:;30;, volume:;2;},
{ temperatura:;31,1;, pressao:;30;, volume:;1,9;},
{ temperatura:;31,6;, pressao:;30;, volume:;1,9;},
{ temperatura:;32,2;, pressao:;30;, volume:;1,9;},
{ temperatura:;0;, pressao:;32;, volume:;5,4;},
{ temperatura:;0,5;, pressao:;32;, volume:;5,3;},
{ temperatura:;1,1;, pressao:;32;, volume:;5,2;},
{ temperatura:;1,6;, pressao:;32;, volume:;5,1;},
{ temperatura:;2,2;, pressao:;32;, volume:;5;},
{ temperatura:;2,7;, pressao:;32;, volume:;4,9;},
{ temperatura:;3,3;, pressao:;32;, volume:;4,8;},
{ temperatura:;3,8;, pressao:;32;, volume:;4,7;},
{ temperatura:;4,4;, pressao:;32;, volume:;4,5;},
{ temperatura:;5;, pressao:;32;, volume:;4,4;},
{ temperatura:;5,5;, pressao:;32;, volume:;4,4;},
{ temperatura:;6,1;, pressao:;32;, volume:;4,3;},
{ temperatura:;6,6;, pressao:;32;, volume:;4,2;},
{ temperatura:;7,2;, pressao:;32;, volume:;4,1;},
{ temperatura:;7,7;, pressao:;32;, volume:;4;},
{ temperatura:;8,3;, pressao:;32;, volume:;4;},
{ temperatura:;8,8;, pressao:;32;, volume:;3,9;},
{ temperatura:;9,4;, pressao:;32;, volume:;3,8;},
{ temperatura:;10;, pressao:;32;, volume:;3,7;},
{ temperatura:;10,5;, pressao:;32;, volume:;3,7;},
{ temperatura:;11,1;, pressao:;32;, volume:;3,6;},
{ temperatura:;11,6;, pressao:;32;, volume:;3,6;},
{ temperatura:;12,2;, pressao:;32;, volume:;3,5;},
{ temperatura:;12,7;, pressao:;32;, volume:;3,4;},
{ temperatura:;13,3;, pressao:;32;, volume:;3,4;},
{ temperatura:;13,8;, pressao:;32;, volume:;3,3;},
{ temperatura:;14,4;, pressao:;32;, volume:;3,3;},
{ temperatura:;15;, pressao:;32;, volume:;3,2;},
{ temperatura:;15,5;, pressao:;32;, volume:;3,1;},
{ temperatura:;16,1;, pressao:;32;, volume:;3,1;},
{ temperatura:;16,6;, pressao:;32;, volume:;3;},
{ temperatura:;17,2;, pressao:;32;, volume:;3;},
{ temperatura:;17,7;, pressao:;32;, volume:;2,9;},
{ temperatura:;18,3;, pressao:;32;, volume:;2,9;},
{ temperatura:;18,8;, pressao:;32;, volume:;2,8;},
{ temperatura:;19,4;, pressao:;32;, volume:;2,8;},
{ temperatura:;20;, pressao:;32;, volume:;2,7;},
{ temperatura:;20,5;, pressao:;32;, volume:;2,7;},
{ temperatura:;21,1;, pressao:;32;, volume:;2,7;},
{ temperatura:;21,6;, pressao:;32;, volume:;2,6;},
{ temperatura:;22,2;, pressao:;32;, volume:;2,6;},
{ temperatura:;22,7;, pressao:;32;, volume:;2,5;},
{ temperatura:;23,3;, pressao:;32;, volume:;2,5;},
{ temperatura:;23,8;, pressao:;32;, volume:;2,5;},
{ temperatura:;24,4;, pressao:;32;, volume:;2,4;},
{ temperatura:;25;, pressao:;32;, volume:;2,4;},
{ temperatura:;25,5;, pressao:;32;, volume:;2,4;},
{ temperatura:;26,1;, pressao:;32;, volume:;2,3;},
{ temperatura:;26,6;, pressao:;32;, volume:;2,3;},
{ temperatura:;27,2;, pressao:;32;, volume:;2,3;},
{ temperatura:;27,7;, pressao:;32;, volume:;2,2;},
{ temperatura:;28,3;, pressao:;32;, volume:;2,2;},
{ temperatura:;28,8;, pressao:;32;, volume:;2,2;},
{ temperatura:;29,4;, pressao:;32;, volume:;2,1;},
{ temperatura:;30;, pressao:;32;, volume:;2,1;},
{ temperatura:;30,8;, pressao:;32;, volume:;2,1;},
{ temperatura:;31,1;, pressao:;32;, volume:;2;},
{ temperatura:;31,6;, pressao:;32;, volume:;2;},
{ temperatura:;32,2;, pressao:;334;, volume:;2;},
{ temperatura:;0;, pressao:;34;, volume:;5,6;},
{ temperatura:;0,5;, pressao:;34;, volume:;5,5;},
{ temperatura:;1,1;, pressao:;34;, volume:;5,4;},
{ temperatura:;1,6;, pressao:;34;, volume:;5,2;},
{ temperatura:;2,2;, pressao:;34;, volume:;5,2;},
{ temperatura:;2,7;, pressao:;34;, volume:;5,1;},
{ temperatura:;3,3;, pressao:;34;, volume:;5;},
{ temperatura:;3,8;, pressao:;34;, volume:;4,9;},
{ temperatura:;4,4;, pressao:;34;, volume:;4,7;},
{ temperatura:;5;, pressao:;34;, volume:;4,6;},
{ temperatura:;5,5;, pressao:;34;, volume:;4,6;},
{ temperatura:;6,1;, pressao:;34;, volume:;4,5;},
{ temperatura:;6,6;, pressao:;34;, volume:;4,4;},
{ temperatura:;7,2;, pressao:;34;, volume:;4,3;},
{ temperatura:;7,7;, pressao:;34;, volume:;4,2;},
{ temperatura:;8,3;, pressao:;34;, volume:;4,1;},
{ temperatura:;8,8;, pressao:;34;, volume:;4,1;},
{ temperatura:;9,4;, pressao:;34;, volume:;4;},
{ temperatura:;10;, pressao:;34;, volume:;3,9;},
{ temperatura:;10,5;, pressao:;34;, volume:;3,8;},
{ temperatura:;11,1;, pressao:;34;, volume:;3,8;},
{ temperatura:;11,6;, pressao:;34;, volume:;3,7;},
{ temperatura:;12,2;, pressao:;34;, volume:;3,6;},
{ temperatura:;12,7;, pressao:;34;, volume:;3,6;},
{ temperatura:;13,3;, pressao:;34;, volume:;3,5;},
{ temperatura:;13,8;, pressao:;34;, volume:;3,5;},
{ temperatura:;14,4;, pressao:;34;, volume:;3,4;},
{ temperatura:;15;, pressao:;34;, volume:;3,3;},
{ temperatura:;15,5;, pressao:;34;, volume:;3,3;},
{ temperatura:;16,1;, pressao:;34;, volume:;3,2;},
{ temperatura:;16,6;, pressao:;34;, volume:;3,2;},
{ temperatura:;17,2;, pressao:;34;, volume:;3,1;},
{ temperatura:;17,7;, pressao:;34;, volume:;3,1;},
{ temperatura:;18,3;, pressao:;34;, volume:;3;},
{ temperatura:;18,8;, pressao:;34;, volume:;3;},
{ temperatura:;19,4;, pressao:;34;, volume:;2,9;},
{ temperatura:;20;, pressao:;34;, volume:;2,9;},
{ temperatura:;20,5;, pressao:;34;, volume:;2,8;},
{ temperatura:;21,1;, pressao:;34;, volume:;2,8;},
{ temperatura:;21,6;, pressao:;34;, volume:;2,7;},
{ temperatura:;22,2;, pressao:;34;, volume:;2,7;},
{ temperatura:;22,7;, pressao:;34;, volume:;2,6;},
{ temperatura:;23,3;, pressao:;34;, volume:;2,6;},
{ temperatura:;23,8;, pressao:;34;, volume:;2,6;},
{ temperatura:;24,4;, pressao:;34;, volume:;2,5;},
{ temperatura:;25;, pressao:;34;, volume:;2,5;},
{ temperatura:;25,5;, pressao:;34;, volume:;2,5;},
{ temperatura:;26,1;, pressao:;34;, volume:;2,4;},
{ temperatura:;26,6;, pressao:;34;, volume:;2,4;},
{ temperatura:;27,2;, pressao:;34;, volume:;2,3;},
{ temperatura:;27,7;, pressao:;34;, volume:;2,3;},
{ temperatura:;28,3;, pressao:;34;, volume:;2,3;},
{ temperatura:;28,8;, pressao:;34;, volume:;2,2;},
{ temperatura:;29,4;, pressao:;34;, volume:;2,2;},
{ temperatura:;30;, pressao:;34;, volume:;2,2;},
{ temperatura:;30,8;, pressao:;34;, volume:;2,1;},
{ temperatura:;31,1;, pressao:;34;, volume:;2,1;},
{ temperatura:;31,6;, pressao:;34;, volume:;2,1;},
{ temperatura:;32,2;, pressao:;34;, volume:;2,1;},
{ temperatura:;0;, pressao:;36;, volume:;5,8;},
{ temperatura:;0,5;, pressao:;36;, volume:;5,7;},
{ temperatura:;1,1;, pressao:;36;, volume:;5,6;},
{ temperatura:;1,6;, pressao:;36;, volume:;5,5;},
{ temperatura:;2,2;, pressao:;36;, volume:;5,4;},
{ temperatura:;2,7;, pressao:;36;, volume:;5,3;},
{ temperatura:;3,3;, pressao:;36;, volume:;5,2;},
{ temperatura:;3,8;, pressao:;36;, volume:;5,1;},
{ temperatura:;4,4;, pressao:;36;, volume:;4,9;},
{ temperatura:;5;, pressao:;36;, volume:;4,8;},
{ temperatura:;5,5;, pressao:;36;, volume:;4,7;},
{ temperatura:;6,1;, pressao:;36;, volume:;4,7;},
{ temperatura:;6,6;, pressao:;36;, volume:;4,6;},
{ temperatura:;7,2;, pressao:;36;, volume:;4,5;},
{ temperatura:;7,7;, pressao:;36;, volume:;4,4;},
{ temperatura:;8,3;, pressao:;36;, volume:;4,3;},
{ temperatura:;8,8;, pressao:;36;, volume:;4,2;},
{ temperatura:;9,4;, pressao:;36;, volume:;4,1;},
{ temperatura:;10;, pressao:;36;, volume:;4;},
{ temperatura:;10,5;, pressao:;36;, volume:;4;},
{ temperatura:;11,1;, pressao:;36;, volume:;3,9;},
{ temperatura:;11,6;, pressao:;36;, volume:;3,8;},
{ temperatura:;12,2;, pressao:;36;, volume:;3,8;},
{ temperatura:;12,7;, pressao:;36;, volume:;3,7;},
{ temperatura:;13,3;, pressao:;36;, volume:;3,7;},
{ temperatura:;13,8;, pressao:;36;, volume:;3,6;},
{ temperatura:;14,4;, pressao:;36;, volume:;3,5;},
{ temperatura:;15;, pressao:;36;, volume:;3,5;},
{ temperatura:;15,5;, pressao:;36;, volume:;3,4;},
{ temperatura:;16,1;, pressao:;36;, volume:;3,3;},
{ temperatura:;16,6;, pressao:;36;, volume:;3,3;},
{ temperatura:;17,2;, pressao:;36;, volume:;3,2;},
{ temperatura:;17,7;, pressao:;36;, volume:;3,2;},
{ temperatura:;18,3;, pressao:;36;, volume:;3,1;},
{ temperatura:;18,8;, pressao:;36;, volume:;3,1;},
{ temperatura:;19,4;, pressao:;36;, volume:;3;},
{ temperatura:;20;, pressao:;36;, volume:;3;},
{ temperatura:;20,5;, pressao:;36;, volume:;2,9;},
{ temperatura:;21,1;, pressao:;36;, volume:;2,9;},
{ temperatura:;21,6;, pressao:;36;, volume:;2,8;},
{ temperatura:;22,2;, pressao:;36;, volume:;2,8;},
{ temperatura:;22,7;, pressao:;36;, volume:;2,8;},
{ temperatura:;23,3;, pressao:;36;, volume:;2,7;},
{ temperatura:;23,8;, pressao:;36;, volume:;2,7;},
{ temperatura:;24,4;, pressao:;36;, volume:;2,6;},
{ temperatura:;25;, pressao:;36;, volume:;2,6;},
{ temperatura:;25,5;, pressao:;36;, volume:;2,5;},
{ temperatura:;26,1;, pressao:;36;, volume:;2,5;},
{ temperatura:;26,6;, pressao:;36;, volume:;2,5;},
{ temperatura:;27,2;, pressao:;36;, volume:;2,4;},
{ temperatura:;27,7;, pressao:;36;, volume:;2,4;},
{ temperatura:;28,3;, pressao:;36;, volume:;2,4;},
{ temperatura:;28,8;, pressao:;36;, volume:;2,3;},
{ temperatura:;29,4;, pressao:;36;, volume:;2,3;},
{ temperatura:;30;, pressao:;36;, volume:;2,3;},
{ temperatura:;30,8;, pressao:;36;, volume:;2,2;},
{ temperatura:;31,1;, pressao:;36;, volume:;2,2;},
{ temperatura:;31,6;, pressao:;36;, volume:;2;},
{ temperatura:;32,2;, pressao:;36;, volume:;2,1;},
{ temperatura:;0;, pressao:;38;, volume:;6,1;},
{ temperatura:;0,5;, pressao:;38;, volume:;5,9;},
{ temperatura:;1,1;, pressao:;38;, volume:;5,8;},
{ temperatura:;1,6;, pressao:;38;, volume:;5,7;},
{ temperatura:;2,2;, pressao:;38;, volume:;5,6;},
{ temperatura:;2,7;, pressao:;38;, volume:;5,5;},
{ temperatura:;3,3;, pressao:;38;, volume:;5,4;},
{ temperatura:;3,8;, pressao:;38;, volume:;5,3;},
{ temperatura:;4,4;, pressao:;38;, volume:;5,1;},
{ temperatura:;5;, pressao:;38;, volume:;5;},
{ temperatura:;5,5;, pressao:;38;, volume:;4,9;},
{ temperatura:;6,1;, pressao:;38;, volume:;4,8;},
{ temperatura:;6,6;, pressao:;38;, volume:;4,8;},
{ temperatura:;7,2;, pressao:;38;, volume:;4,7;},
{ temperatura:;7,7;, pressao:;38;, volume:;4,6;},
{ temperatura:;8,3;, pressao:;38;, volume:;4,5;},
{ temperatura:;8,8;, pressao:;38;, volume:;4,4;},
{ temperatura:;9,4;, pressao:;38;, volume:;4,3;},
{ temperatura:;10;, pressao:;38;, volume:;4,2;},
{ temperatura:;10,5;, pressao:;38;, volume:;4,2;},
{ temperatura:;11,1;, pressao:;38;, volume:;4,1;},
{ temperatura:;11,6;, pressao:;38;, volume:;4;},
{ temperatura:;12,2;, pressao:;38;, volume:;3,9;},
{ temperatura:;12,7;, pressao:;38;, volume:;3,9;},
{ temperatura:;13,3;, pressao:;38;, volume:;3,8;},
{ temperatura:;13,8;, pressao:;38;, volume:;3,7;},
{ temperatura:;14,4;, pressao:;38;, volume:;3,7;},
{ temperatura:;15;, pressao:;38;, volume:;3,6;},
{ temperatura:;15,5;, pressao:;38;, volume:;3,5;},
{ temperatura:;16,1;, pressao:;38;, volume:;3,5;},
{ temperatura:;16,6;, pressao:;38;, volume:;3,4;},
{ temperatura:;17,2;, pressao:;38;, volume:;3,4;},
{ temperatura:;17,7;, pressao:;38;, volume:;3,3;},
{ temperatura:;18,3;, pressao:;38;, volume:;3,3;},
{ temperatura:;18,8;, pressao:;38;, volume:;3,2;},
{ temperatura:;19,4;, pressao:;38;, volume:;3,2;},
{ temperatura:;20;, pressao:;38;, volume:;3,1;},
{ temperatura:;20,5;, pressao:;38;, volume:;3;},
{ temperatura:;21,1;, pressao:;38;, volume:;3;},
{ temperatura:;21,6;, pressao:;38;, volume:;2,9;},
{ temperatura:;22,2;, pressao:;38;, volume:;2,9;},
{ temperatura:;22,7;, pressao:;38;, volume:;2,9;},
{ temperatura:;23,3;, pressao:;38;, volume:;2,8;},
{ temperatura:;23,8;, pressao:;38;, volume:;2,8;},
{ temperatura:;24,4;, pressao:;38;, volume:;2,7;},
{ temperatura:;25;, pressao:;38;, volume:;2,7;},
{ temperatura:;25,5;, pressao:;38;, volume:;2,6;},
{ temperatura:;26,1;, pressao:;38;, volume:;2,6;},
{ temperatura:;26,6;, pressao:;38;, volume:;2,6;},
{ temperatura:;27,2;, pressao:;38;, volume:;2,5;},
{ temperatura:;27,7;, pressao:;38;, volume:;2,5;},
{ temperatura:;28,3;, pressao:;38;, volume:;2,5;},
{ temperatura:;28,8;, pressao:;38;, volume:;2,4;},
{ temperatura:;29,4;, pressao:;38;, volume:;2,4;},
{ temperatura:;30;, pressao:;38;, volume:;2,4;},
{ temperatura:;30,8;, pressao:;38;, volume:;2,3;},
{ temperatura:;31,1;, pressao:;38;, volume:;2,3;},
{ temperatura:;31,6;, pressao:;38;, volume:;2,3;},
{ temperatura:;32,2;, pressao:;38;, volume:;2,2;},
{ temperatura:;0;, pressao:;40;, volume:;6,3;},
{ temperatura:;0,5;, pressao:;40;, volume:;6,2;},
{ temperatura:;1,1;, pressao:;40;, volume:;6;},
{ temperatura:;1,6;, pressao:;40;, volume:;5,9;},
{ temperatura:;2,2;, pressao:;40;, volume:;5,8;},
{ temperatura:;2,7;, pressao:;40;, volume:;5,7;},
{ temperatura:;3,3;, pressao:;40;, volume:;5,6;},
{ temperatura:;3,8;, pressao:;40;, volume:;5,4;},
{ temperatura:;4,4;, pressao:;40;, volume:;5,3;},
{ temperatura:;5;, pressao:;40;, volume:;5,2;},
{ temperatura:;5,5;, pressao:;40;, volume:;5,1;},
{ temperatura:;6,1;, pressao:;40;, volume:;5;},
{ temperatura:;6,6;, pressao:;40;, volume:;5;},
{ temperatura:;7,2;, pressao:;40;, volume:;4,8;},
{ temperatura:;7,7;, pressao:;40;, volume:;4,7;},
{ temperatura:;8,3;, pressao:;40;, volume:;4,6;},
{ temperatura:;8,8;, pressao:;40;, volume:;4,6;},
{ temperatura:;9,4;, pressao:;40;, volume:;4,5;},
{ temperatura:;10;, pressao:;40;, volume:;4,4;},
{ temperatura:;10,5;, pressao:;40;, volume:;4,3;},
{ temperatura:;11,1;, pressao:;40;, volume:;4,2;},
{ temperatura:;11,6;, pressao:;40;, volume:;4,2;},
{ temperatura:;12,2;, pressao:;40;, volume:;4,1;},
{ temperatura:;12,7;, pressao:;40;, volume:;4;},
{ temperatura:;13,3;, pressao:;40;, volume:;3,9;},
{ temperatura:;13,8;, pressao:;40;, volume:;3,9;},
{ temperatura:;14,4;, pressao:;40;, volume:;3,8;},
{ temperatura:;15;, pressao:;40;, volume:;3,7;},
{ temperatura:;15,5;, pressao:;40;, volume:;3,7;},
{ temperatura:;16,1;, pressao:;40;, volume:;3,6;},
{ temperatura:;16,6;, pressao:;40;, volume:;3,6;},
{ temperatura:;17,2;, pressao:;40;, volume:;3,5;},
{ temperatura:;17,7;, pressao:;40;, volume:;3,5;},
{ temperatura:;18,3;, pressao:;40;, volume:;3,4;},
{ temperatura:;18,8;, pressao:;40;, volume:;3,3;},
{ temperatura:;19,4;, pressao:;40;, volume:;3,3;},
{ temperatura:;20;, pressao:;40;, volume:;3,2;},
{ temperatura:;20,5;, pressao:;40;, volume:;3,2;},
{ temperatura:;21,1;, pressao:;40;, volume:;3,1;},
{ temperatura:;21,6;, pressao:;40;, volume:;3,1;},
{ temperatura:;22,2;, pressao:;40;, volume:;3;},
{ temperatura:;22,7;, pressao:;40;, volume:;3;},
{ temperatura:;23,3;, pressao:;40;, volume:;2,9;},
{ temperatura:;23,8;, pressao:;40;, volume:;2,9;},
{ temperatura:;24,4;, pressao:;40;, volume:;2,8;},
{ temperatura:;25;, pressao:;40;, volume:;2,8;},
{ temperatura:;25,5;, pressao:;40;, volume:;2,7;},
{ temperatura:;26,1;, pressao:;40;, volume:;2,7;},
{ temperatura:;26,6;, pressao:;40;, volume:;2,7;},
{ temperatura:;27,2;, pressao:;40;, volume:;2,6;},
{ temperatura:;27,7;, pressao:;40;, volume:;2,6;},
{ temperatura:;28,3;, pressao:;40;, volume:;2,6;},
{ temperatura:;28,8;, pressao:;40;, volume:;2,5;},
{ temperatura:;29,4;, pressao:;40;, volume:;2,5;},
{ temperatura:;30;, pressao:;40;, volume:;2,4;},
{ temperatura:;30,8;, pressao:;40;, volume:;2,4;},
{ temperatura:;31,1;, pressao:;40;, volume:;2,4;},
{ temperatura:;31,6;, pressao:;40;, volume:;2,3;},
{ temperatura:;32,2;, pressao:;40;, volume:;2,3;},
{ temperatura:;0;, pressao:;42;, volume:;6,5;},
{ temperatura:;0,5;, pressao:;42;, volume:;6,4;},
{ temperatura:;1,1;, pressao:;42;, volume:;6,2;},
{ temperatura:;1,6;, pressao:;42;, volume:;6,1;},
{ temperatura:;2,2;, pressao:;42;, volume:;6;},
{ temperatura:;2,7;, pressao:;42;, volume:;5,9;},
{ temperatura:;3,3;, pressao:;42;, volume:;5,8;},
{ temperatura:;3,8;, pressao:;42;, volume:;5,7;},
{ temperatura:;4,4;, pressao:;42;, volume:;5,5;},
{ temperatura:;5;, pressao:;42;, volume:;5,4;},
{ temperatura:;5,5;, pressao:;42;, volume:;5,3;},
{ temperatura:;6,1;, pressao:;42;, volume:;5,2;},
{ temperatura:;6,6;, pressao:;42;, volume:;5,1;},
{ temperatura:;7,2;, pressao:;42;, volume:;5;},
{ temperatura:;7,7;, pressao:;42;, volume:;4,9;},
{ temperatura:;8,3;, pressao:;42;, volume:;4,8;},
{ temperatura:;8,8;, pressao:;42;, volume:;4,7;},
{ temperatura:;9,4;, pressao:;42;, volume:;4,6;},
{ temperatura:;10;, pressao:;42;, volume:;4,5;},
{ temperatura:;10,5;, pressao:;42;, volume:;4,5;},
{ temperatura:;11,1;, pressao:;42;, volume:;4,4;},
{ temperatura:;11,6;, pressao:;42;, volume:;4,3;},
{ temperatura:;12,2;, pressao:;42;, volume:;4,2;},
{ temperatura:;12,7;, pressao:;42;, volume:;4,1;},
{ temperatura:;13,3;, pressao:;42;, volume:;4,1;},
{ temperatura:;13,8;, pressao:;42;, volume:;4;},
{ temperatura:;14,4;, pressao:;42;, volume:;3,9;},
{ temperatura:;15;, pressao:;42;, volume:;3,9;},
{ temperatura:;15,5;, pressao:;42;, volume:;3,8;},
{ temperatura:;16,1;, pressao:;42;, volume:;3,7;},
{ temperatura:;16,6;, pressao:;42;, volume:;3,7;},
{ temperatura:;17,2;, pressao:;42;, volume:;3,6;},
{ temperatura:;17,7;, pressao:;42;, volume:;3,6;},
{ temperatura:;18,3;, pressao:;42;, volume:;3,5;},
{ temperatura:;18,8;, pressao:;42;, volume:;3,5;},
{ temperatura:;19,4;, pressao:;42;, volume:;3,4;},
{ temperatura:;20;, pressao:;42;, volume:;3,3;},
{ temperatura:;20,5;, pressao:;42;, volume:;3,3;},
{ temperatura:;21,1;, pressao:;42;, volume:;3,2;},
{ temperatura:;21,6;, pressao:;42;, volume:;3,2;},
{ temperatura:;22,2;, pressao:;42;, volume:;3,1;},
{ temperatura:;22,7;, pressao:;42;, volume:;3,1;},
{ temperatura:;23,3;, pressao:;42;, volume:;3;},
{ temperatura:;23,8;, pressao:;42;, volume:;3;},
{ temperatura:;24,4;, pressao:;42;, volume:;2,9;},
{ temperatura:;25;, pressao:;42;, volume:;2,9;},
{ temperatura:;25,5;, pressao:;42;, volume:;2,8;},
{ temperatura:;26,1;, pressao:;42;, volume:;2,8;},
{ temperatura:;26,6;, pressao:;42;, volume:;2,8;},
{ temperatura:;27,2;, pressao:;42;, volume:;2,7;},
{ temperatura:;27,7;, pressao:;42;, volume:;2,7;},
{ temperatura:;28,3;, pressao:;42;, volume:;2,6;},
{ temperatura:;28,8;, pressao:;42;, volume:;2,6;},
{ temperatura:;29,4;, pressao:;42;, volume:;2,6;},
{ temperatura:;30;, pressao:;42;, volume:;2,5;},
{ temperatura:;30,8;, pressao:;42;, volume:;2,5;},
{ temperatura:;31,1;, pressao:;42;, volume:;2,5;},
{ temperatura:;31,6;, pressao:;42;, volume:;2,4;},
{ temperatura:;32,2;, pressao:;42;, volume:;2,4;},
{ temperatura:;0;, pressao:;44;, volume:;6,7;},
{ temperatura:;0,5;, pressao:;44;, volume:;6,6;},
{ temperatura:;1,1;, pressao:;44;, volume:;6,5;},
{ temperatura:;1,6;, pressao:;44;, volume:;6,3;},
{ temperatura:;2,2;, pressao:;44;, volume:;6,2;},
{ temperatura:;2,7;, pressao:;44;, volume:;6,1;},
{ temperatura:;3,3;, pressao:;44;, volume:;6;},
{ temperatura:;3,8;, pressao:;44;, volume:;5,9;},
{ temperatura:;4,4;, pressao:;44;, volume:;5,7;},
{ temperatura:;5;, pressao:;44;, volume:;5,6;},
{ temperatura:;5,5;, pressao:;44;, volume:;5,5;},
{ temperatura:;6,1;, pressao:;44;, volume:;5,4;},
{ temperatura:;6,6;, pressao:;44;, volume:;5,3;},
{ temperatura:;7,2;, pressao:;44;, volume:;5,2;},
{ temperatura:;7,7;, pressao:;44;, volume:;5,1;},
{ temperatura:;8,3;, pressao:;44;, volume:;5;},
{ temperatura:;8,8;, pressao:;44;, volume:;4,9;},
{ temperatura:;9,4;, pressao:;44;, volume:;4,8;},
{ temperatura:;10;, pressao:;44;, volume:;4,7;},
{ temperatura:;10,5;, pressao:;44;, volume:;4,6;},
{ temperatura:;11,1;, pressao:;44;, volume:;4,5;},
{ temperatura:;11,6;, pressao:;44;, volume:;4,4;},
{ temperatura:;12,2;, pressao:;44;, volume:;4,4;},
{ temperatura:;12,7;, pressao:;44;, volume:;4,3;},
{ temperatura:;13,3;, pressao:;44;, volume:;4,2;},
{ temperatura:;13,8;, pressao:;44;, volume:;4,1;},
{ temperatura:;14,4;, pressao:;44;, volume:;4,1;},
{ temperatura:;15;, pressao:;44;, volume:;4;},
{ temperatura:;15,5;, pressao:;44;, volume:;3,9;},
{ temperatura:;16,1;, pressao:;44;, volume:;3,9;},
{ temperatura:;16,6;, pressao:;44;, volume:;3,8;},
{ temperatura:;17,2;, pressao:;44;, volume:;3,8;},
{ temperatura:;17,7;, pressao:;44;, volume:;3,7;},
{ temperatura:;18,3;, pressao:;44;, volume:;3,6;},
{ temperatura:;18,8;, pressao:;44;, volume:;3,6;},
{ temperatura:;19,4;, pressao:;44;, volume:;3,5;},
{ temperatura:;20;, pressao:;44;, volume:;3,5;},
{ temperatura:;20,5;, pressao:;44;, volume:;3,4;},
{ temperatura:;21,1;, pressao:;44;, volume:;3,3;},
{ temperatura:;21,6;, pressao:;44;, volume:;3,3;},
{ temperatura:;22,2;, pressao:;44;, volume:;3,2;},
{ temperatura:;22,7;, pressao:;44;, volume:;3,2;},
{ temperatura:;23,3;, pressao:;44;, volume:;3,1;},
{ temperatura:;23,8;, pressao:;44;, volume:;3,1;},
{ temperatura:;24,4;, pressao:;44;, volume:;3;},
{ temperatura:;25;, pressao:;44;, volume:;3;},
{ temperatura:;25,5;, pressao:;44;, volume:;2,9;},
{ temperatura:;26,1;, pressao:;44;, volume:;2,9;},
{ temperatura:;26,6;, pressao:;44;, volume:;2,9;},
{ temperatura:;27,2;, pressao:;44;, volume:;2,8;},
{ temperatura:;27,7;, pressao:;44;, volume:;2,8;},
{ temperatura:;28,3;, pressao:;44;, volume:;2,7;},
{ temperatura:;28,8;, pressao:;44;, volume:;2,7;},
{ temperatura:;29,4;, pressao:;44;, volume:;2,7;},
{ temperatura:;30;, pressao:;44;, volume:;2,6;},
{ temperatura:;30,8;, pressao:;44;, volume:;2,6;},
{ temperatura:;31,1;, pressao:;44;, volume:;2,5;},
{ temperatura:;31,6;, pressao:;44;, volume:;2,5;},
{ temperatura:;32,2;, pressao:;44;, volume:;2,5;},
{ temperatura:;0;, pressao:;46;, volume:;7;},
{ temperatura:;0,5;, pressao:;46;, volume:;6,8;},
{ temperatura:;1,1;, pressao:;46;, volume:;6,7;},
{ temperatura:;1,6;, pressao:;46;, volume:;6,6;},
{ temperatura:;2,2;, pressao:;46;, volume:;6,4;},
{ temperatura:;2,7;, pressao:;46;, volume:;6,3;},
{ temperatura:;3,3;, pressao:;46;, volume:;6,2;},
{ temperatura:;3,8;, pressao:;46;, volume:;6,1;},
{ temperatura:;4,4;, pressao:;46;, volume:;5,9;},
{ temperatura:;5;, pressao:;46;, volume:;5,8;},
